Time,Insert Time,Communication Status,Power Factor,Energy ( kilowatt hour ),Voltage Phase R B ( volt )
5-Feb-2021 11:46:16 AM,5-Feb-2021 11:44:42 AM,Normal,0.9,403682.7,396.7
5-Feb-2021 12:01:16 PM,5-Feb-2021 11:59:44 AM,Normal,0.9,403683,397.8
5-Feb-2021 12:16:16 PM,5-Feb-2021 12:14:45 PM,Normal,0.9,403683.3,397.7
5-Feb-2021 12:31:16 PM,5-Feb-2021 12:29:42 PM,Normal,0.9,403683.6,397.9
5-Feb-2021 12:46:16 PM,5-Feb-2021 12:44:43 PM,Normal,0.9,403684,397.8
5-Feb-2021 1:01:16 PM,5-Feb-2021 12:59:40 PM,Normal,0.9,403684.7,398.9
5-Feb-2021 1:16:16 PM,5-Feb-2021 1:14:42 PM,Normal,0.9,403685.5,398.1
5-Feb-2021 1:31:16 PM,5-Feb-2021 1:29:38 PM,Normal,0.9,403686.2,398.5
5-Feb-2021 1:46:16 PM,5-Feb-2021 1:44:45 PM,Normal,0.9,403687,398.1
5-Feb-2021 2:01:16 PM,5-Feb-2021 1:59:42 PM,Normal,0.9,403687.7,397.4
5-Feb-2021 2:16:16 PM,5-Feb-2021 2:14:38 PM,Normal,0.9,403688.5,397.8
5-Feb-2021 2:31:16 PM,5-Feb-2021 2:29:45 PM,Normal,0.9,403689.2,397.7
5-Feb-2021 2:46:16 PM,5-Feb-2021 2:44:42 PM,Normal,0.9,403690,397.9
5-Feb-2021 3:01:16 PM,5-Feb-2021 2:59:43 PM,Normal,0.9,403690.7,398.4
5-Feb-2021 3:16:16 PM,5-Feb-2021 3:14:40 PM,Normal,0.9,403691.5,398
5-Feb-2021 3:31:16 PM,5-Feb-2021 3:29:42 PM,Normal,0.9,403692.2,398.3
5-Feb-2021 3:46:16 PM,5-Feb-2021 3:44:39 PM,Normal,0.9,403693,398.5
5-Feb-2021 4:01:16 PM,5-Feb-2021 3:59:40 PM,Normal,0.9,403693.7,398.4
5-Feb-2021 4:16:16 PM,5-Feb-2021 4:14:42 PM,Normal,0.9,403694.5,398.5
5-Feb-2021 4:31:16 PM,5-Feb-2021 4:29:44 PM,Normal,0.9,403695.3,399
5-Feb-2021 4:46:16 PM,5-Feb-2021 4:44:40 PM,Normal,0.9,403696,398.9
5-Feb-2021 5:01:17 PM,5-Feb-2021 4:59:42 PM,Normal,0.9,403696.8,398.4
5-Feb-2021 5:16:17 PM,5-Feb-2021 5:14:43 PM,Normal,0.9,403697.5,398.7
5-Feb-2021 5:31:17 PM,5-Feb-2021 5:29:40 PM,Normal,0.9,403698.3,398.7
5-Feb-2021 5:46:17 PM,5-Feb-2021 5:44:42 PM,Normal,0.9,403699.1,398.9
5-Feb-2021 6:01:17 PM,5-Feb-2021 5:59:43 PM,Normal,0.8,403699.8,398.9
5-Feb-2021 6:16:17 PM,5-Feb-2021 6:14:40 PM,Normal,0.8,403700.6,397.6
5-Feb-2021 6:31:17 PM,5-Feb-2021 6:29:42 PM,Normal,0.8,403701.3,397.5
5-Feb-2021 6:46:17 PM,5-Feb-2021 6:44:38 PM,Normal,0.8,403702.1,398.5
5-Feb-2021 7:01:17 PM,5-Feb-2021 6:59:40 PM,Normal,0.8,403702.9,398.5
5-Feb-2021 7:16:17 PM,5-Feb-2021 7:14:47 PM,Normal,0.8,403703.6,398.7
5-Feb-2021 7:31:17 PM,5-Feb-2021 7:29:43 PM,Normal,0.8,403704.4,398.6
5-Feb-2021 7:46:17 PM,5-Feb-2021 7:44:40 PM,Normal,0.8,403705.2,398.2
5-Feb-2021 8:01:17 PM,5-Feb-2021 7:59:47 PM,Normal,0.8,403705.9,398.5
5-Feb-2021 8:16:17 PM,5-Feb-2021 8:14:43 PM,Normal,0.8,403706.7,398.9
5-Feb-2021 8:31:17 PM,5-Feb-2021 8:29:40 PM,Normal,0.8,403707.5,398.8
5-Feb-2021 8:46:17 PM,5-Feb-2021 8:44:42 PM,Normal,0.8,403708.2,398.2
5-Feb-2021 9:01:17 PM,5-Feb-2021 8:59:43 PM,Normal,0.8,403709,398.6
5-Feb-2021 9:16:17 PM,5-Feb-2021 9:14:45 PM,Normal,0.8,403709.8,399.2
5-Feb-2021 9:31:17 PM,5-Feb-2021 9:29:42 PM,Normal,0.8,403710.5,399.2
5-Feb-2021 9:46:17 PM,5-Feb-2021 9:44:43 PM,Normal,0.8,403711.3,399.1
5-Feb-2021 10:01:17 PM,5-Feb-2021 9:59:45 PM,Normal,0.8,403712.1,398.9
5-Feb-2021 10:16:17 PM,5-Feb-2021 10:14:41 PM,Normal,0.8,403712.9,399
5-Feb-2021 10:31:17 PM,5-Feb-2021 10:29:43 PM,Normal,0.8,403713.6,398.9
5-Feb-2021 10:46:17 PM,5-Feb-2021 10:44:40 PM,Normal,0.8,403714.4,398.9
5-Feb-2021 11:01:17 PM,5-Feb-2021 10:59:42 PM,Normal,0.8,403715.2,399
5-Feb-2021 11:16:17 PM,5-Feb-2021 11:14:43 PM,Normal,0.8,403715.9,399.5
5-Feb-2021 11:31:17 PM,5-Feb-2021 11:29:40 PM,Normal,0.8,403716.7,399.3
5-Feb-2021 11:46:17 PM,5-Feb-2021 11:44:42 PM,Normal,0.8,403717.4,399.4
6-Feb-2021 12:01:17 AM,5-Feb-2021 11:59:44 PM,Normal,0.8,403718.2,399.5
6-Feb-2021 12:16:17 AM,6-Feb-2021 12:14:40 AM,Normal,0.8,403719,400.2
6-Feb-2021 12:31:17 AM,6-Feb-2021 12:29:42 AM,Normal,0.8,403719.7,400.6
6-Feb-2021 12:46:17 AM,6-Feb-2021 12:44:38 AM,Normal,0.8,403720.5,400.6
6-Feb-2021 1:01:17 AM,6-Feb-2021 12:59:40 AM,Normal,0.8,403721.2,401.4
6-Feb-2021 1:16:17 AM,6-Feb-2021 1:14:47 AM,Normal,0.8,403722,401.4
6-Feb-2021 1:31:17 AM,6-Feb-2021 1:29:43 AM,Normal,0.8,403722.7,401.3
6-Feb-2021 1:46:17 AM,6-Feb-2021 1:44:45 AM,Normal,0.8,403723.5,401.8
6-Feb-2021 2:01:17 AM,6-Feb-2021 1:59:42 AM,Normal,0.8,403724.2,401.9
6-Feb-2021 2:16:17 AM,6-Feb-2021 2:14:39 AM,Normal,0.8,403724.5,401.5
6-Feb-2021 2:31:17 AM,6-Feb-2021 2:29:40 AM,Normal,0.8,403724.8,401.8
6-Feb-2021 2:46:17 AM,6-Feb-2021 2:44:42 AM,Normal,0.8,403725.1,402
6-Feb-2021 3:01:17 AM,6-Feb-2021 2:59:44 AM,Normal,0.8,403725.4,402.3
6-Feb-2021 3:16:17 AM,6-Feb-2021 3:14:40 AM,Normal,0.8,403726,402.4
6-Feb-2021 3:31:17 AM,6-Feb-2021 3:29:47 AM,Normal,0.8,403726.7,402.8
6-Feb-2021 3:46:18 AM,6-Feb-2021 3:44:38 AM,Normal,0.8,403727.5,402.7
6-Feb-2021 4:01:18 AM,6-Feb-2021 3:59:40 AM,Normal,0.8,403728.3,402.4
6-Feb-2021 4:16:18 AM,6-Feb-2021 4:14:42 AM,Normal,0.8,403729,402.3
6-Feb-2021 4:31:18 AM,6-Feb-2021 4:29:43 AM,Normal,0.8,403729.8,402.3
6-Feb-2021 4:46:18 AM,6-Feb-2021 4:44:45 AM,Normal,0.8,403730.6,402.4
6-Feb-2021 5:01:18 AM,6-Feb-2021 4:59:42 AM,Normal,0.8,403731.3,402.9
6-Feb-2021 5:16:18 AM,6-Feb-2021 5:14:43 AM,Normal,0.8,403732.1,402.4
6-Feb-2021 5:31:18 AM,6-Feb-2021 5:29:40 AM,Normal,0.8,403732.9,402.5
6-Feb-2021 5:46:18 AM,6-Feb-2021 5:44:42 AM,Normal,0.8,403733.6,402.5
6-Feb-2021 6:01:18 AM,6-Feb-2021 5:59:44 AM,Normal,0.8,403734.4,401.9
6-Feb-2021 6:16:18 AM,6-Feb-2021 6:14:45 AM,Normal,0.8,403735.2,401.7
6-Feb-2021 6:31:18 AM,6-Feb-2021 6:29:42 AM,Normal,0.8,403735.9,401.9
6-Feb-2021 6:46:18 AM,6-Feb-2021 6:44:44 AM,Normal,0.8,403736.7,401
6-Feb-2021 7:01:18 AM,6-Feb-2021 6:59:40 AM,Normal,0.8,403737.5,402.1
6-Feb-2021 7:16:18 AM,6-Feb-2021 7:14:42 AM,Normal,0.8,403738.2,401.4
6-Feb-2021 7:31:18 AM,6-Feb-2021 7:29:44 AM,Normal,0.8,403739,400.7
6-Feb-2021 7:46:18 AM,6-Feb-2021 7:44:40 AM,Normal,0.8,403739.8,400.1
6-Feb-2021 8:01:18 AM,6-Feb-2021 7:59:42 AM,Normal,0.8,403740.5,399.3
6-Feb-2021 8:16:18 AM,6-Feb-2021 8:14:44 AM,Normal,0.9,403741.3,398.4
6-Feb-2021 8:31:18 AM,6-Feb-2021 8:29:45 AM,Normal,0.9,403742.1,398.5
6-Feb-2021 8:46:18 AM,6-Feb-2021 8:44:47 AM,Normal,0.9,403742.8,398.5
6-Feb-2021 9:01:18 AM,6-Feb-2021 8:59:44 AM,Normal,0.9,403743.5,397.8
6-Feb-2021 9:16:18 AM,6-Feb-2021 9:14:41 AM,Normal,0.9,403744.2,397
6-Feb-2021 9:31:18 AM,6-Feb-2021 9:29:47 AM,Normal,0.9,403744.6,396.9
6-Feb-2021 9:46:18 AM,6-Feb-2021 9:44:44 AM,Normal,0.9,403744.9,397.2
6-Feb-2021 10:01:20 AM,6-Feb-2021 9:59:46 AM,Normal,0.9,403745.2,396.8
6-Feb-2021 10:16:35 AM,6-Feb-2021 10:14:57 AM,Normal,0.9,403745.5,396.6
6-Feb-2021 10:31:51 AM,6-Feb-2021 10:30:14 AM,Normal,0.9,403745.7,395.9
6-Feb-2021 10:46:26 AM,6-Feb-2021 10:44:51 AM,Normal,0.9,403746,397.3
6-Feb-2021 11:01:26 AM,6-Feb-2021 10:59:52 AM,Normal,0.9,403746.3,397.5
6-Feb-2021 11:16:26 AM,6-Feb-2021 11:14:54 AM,Normal,0.9,403746.6,397.3
6-Feb-2021 11:31:26 AM,6-Feb-2021 11:29:46 AM,Normal,0.9,403746.8,397.3
6-Feb-2021 11:46:26 AM,6-Feb-2021 11:44:48 AM,Normal,0.9,403747.1,396.5
6-Feb-2021 12:01:26 PM,6-Feb-2021 11:59:49 AM,Normal,0.9,403747.4,396.7
6-Feb-2021 12:16:26 PM,6-Feb-2021 12:14:51 PM,Normal,0.9,403747.7,397.2
6-Feb-2021 12:31:26 PM,6-Feb-2021 12:29:53 PM,Normal,0.9,403748.1,396.9
6-Feb-2021 12:46:26 PM,6-Feb-2021 12:44:49 PM,Normal,0.9,403748.8,396.6
6-Feb-2021 1:01:26 PM,6-Feb-2021 12:59:51 PM,Normal,0.9,403749.6,397.2
6-Feb-2021 1:16:26 PM,6-Feb-2021 1:14:53 PM,Normal,0.9,403750.3,397.6
6-Feb-2021 1:31:26 PM,6-Feb-2021 1:29:49 PM,Normal,0.9,403751.1,396.9
6-Feb-2021 1:46:26 PM,6-Feb-2021 1:44:51 PM,Normal,0.9,403751.8,396.6
6-Feb-2021 2:01:26 PM,6-Feb-2021 1:59:48 PM,Normal,0.9,403752.6,396.6
6-Feb-2021 2:16:26 PM,6-Feb-2021 2:14:50 PM,Normal,0.9,403753.3,396.5
6-Feb-2021 2:31:26 PM,6-Feb-2021 2:29:51 PM,Normal,0.9,403754.1,396.8
6-Feb-2021 2:46:26 PM,6-Feb-2021 2:44:53 PM,Normal,0.9,403754.8,396.7
6-Feb-2021 3:01:27 PM,6-Feb-2021 2:59:50 PM,Normal,0.9,403755.6,397.1
6-Feb-2021 3:16:27 PM,6-Feb-2021 3:14:51 PM,Normal,0.9,403756.3,396.6
6-Feb-2021 3:31:27 PM,6-Feb-2021 3:29:48 PM,Normal,0.9,403757.1,396.9
6-Feb-2021 3:46:27 PM,6-Feb-2021 3:44:50 PM,Normal,0.9,403757.8,397
6-Feb-2021 4:01:27 PM,6-Feb-2021 3:59:51 PM,Normal,0.9,403758.6,397.5
6-Feb-2021 4:16:27 PM,6-Feb-2021 4:14:48 PM,Normal,0.9,403759.4,397.1
6-Feb-2021 4:31:27 PM,6-Feb-2021 4:29:50 PM,Normal,0.9,403760.1,396.8
6-Feb-2021 4:46:27 PM,6-Feb-2021 4:44:51 PM,Normal,0.9,403760.8,397.2
6-Feb-2021 5:01:27 PM,6-Feb-2021 4:59:53 PM,Normal,0.9,403761.6,397.7
6-Feb-2021 5:16:27 PM,6-Feb-2021 5:14:50 PM,Normal,0.9,403762.3,397.7
6-Feb-2021 5:31:27 PM,6-Feb-2021 5:29:51 PM,Normal,0.9,403763.1,397.5
6-Feb-2021 5:46:27 PM,6-Feb-2021 5:44:53 PM,Normal,0.8,403763.9,397.8
6-Feb-2021 6:01:27 PM,6-Feb-2021 5:59:50 PM,Normal,0.8,403764.6,398
6-Feb-2021 6:16:27 PM,6-Feb-2021 6:14:51 PM,Normal,0.8,403765.4,396.6
6-Feb-2021 6:31:27 PM,6-Feb-2021 6:29:48 PM,Normal,0.8,403766.1,397.1
6-Feb-2021 6:46:27 PM,6-Feb-2021 6:44:50 PM,Normal,0.8,403766.9,397.5
6-Feb-2021 7:01:27 PM,6-Feb-2021 6:59:52 PM,Normal,0.8,403767.6,397.5
6-Feb-2021 7:16:27 PM,6-Feb-2021 7:14:53 PM,Normal,0.8,403768.4,397.4
6-Feb-2021 7:31:27 PM,6-Feb-2021 7:29:55 PM,Normal,0.8,403769.2,397.8
6-Feb-2021 7:46:27 PM,6-Feb-2021 7:44:52 PM,Normal,0.8,403769.9,398.4
6-Feb-2021 8:01:27 PM,6-Feb-2021 7:59:53 PM,Normal,0.8,403770.7,398.2
6-Feb-2021 8:16:27 PM,6-Feb-2021 8:14:50 PM,Normal,0.8,403771.5,398.5
6-Feb-2021 8:31:27 PM,6-Feb-2021 8:29:52 PM,Normal,0.8,403772.2,398.8
6-Feb-2021 8:46:27 PM,6-Feb-2021 8:44:48 PM,Normal,0.8,403773,399.1
6-Feb-2021 9:01:27 PM,6-Feb-2021 8:59:50 PM,Normal,0.8,403773.8,399.4
6-Feb-2021 9:16:27 PM,6-Feb-2021 9:14:47 PM,Normal,0.8,403774.5,399.5
6-Feb-2021 9:31:27 PM,6-Feb-2021 9:29:53 PM,Normal,0.8,403775.3,399.3
6-Feb-2021 9:46:27 PM,6-Feb-2021 9:44:50 PM,Normal,0.8,403776.1,399.9
6-Feb-2021 10:01:27 PM,6-Feb-2021 9:59:52 PM,Normal,0.8,403776.9,400.2
6-Feb-2021 10:16:27 PM,6-Feb-2021 10:14:53 PM,Normal,0.8,403777.6,400.3
6-Feb-2021 10:31:27 PM,6-Feb-2021 10:29:50 PM,Normal,0.8,403778.4,399.9
6-Feb-2021 10:46:27 PM,6-Feb-2021 10:44:52 PM,Normal,0.8,403779.2,399.2
6-Feb-2021 11:01:27 PM,6-Feb-2021 10:59:54 PM,Normal,0.8,403779.9,397.5
6-Feb-2021 11:16:27 PM,6-Feb-2021 11:14:50 PM,Normal,0.8,403780.7,397.5
6-Feb-2021 11:31:27 PM,6-Feb-2021 11:29:52 PM,Normal,0.8,403781.4,397.7
6-Feb-2021 11:46:27 PM,6-Feb-2021 11:44:54 PM,Normal,0.8,403782.2,397.7
7-Feb-2021 12:01:27 AM,6-Feb-2021 11:59:55 PM,Normal,0.9,403783,397.9
7-Feb-2021 12:16:27 AM,7-Feb-2021 12:14:52 AM,Normal,0.9,403783.7,397.5
7-Feb-2021 12:31:27 AM,7-Feb-2021 12:29:54 AM,Normal,0.9,403784.5,398.2
7-Feb-2021 12:46:27 AM,7-Feb-2021 12:44:50 AM,Normal,0.9,403785.2,397.1
7-Feb-2021 1:01:27 AM,7-Feb-2021 12:59:47 AM,Normal,0.9,403786,397.5
7-Feb-2021 1:16:27 AM,7-Feb-2021 1:14:49 AM,Normal,0.9,403786.8,397.5
7-Feb-2021 1:31:28 AM,7-Feb-2021 1:29:56 AM,Normal,0.9,403787.5,398.1
7-Feb-2021 1:46:28 AM,7-Feb-2021 1:44:47 AM,Normal,0.9,403788.3,397.3
7-Feb-2021 2:01:28 AM,7-Feb-2021 1:59:49 AM,Normal,0.9,403789,398.5
7-Feb-2021 2:16:28 AM,7-Feb-2021 2:14:50 AM,Normal,0.9,403789.4,398.3
7-Feb-2021 2:31:28 AM,7-Feb-2021 2:29:52 AM,Normal,0.9,403789.7,399.2
7-Feb-2021 2:46:28 AM,7-Feb-2021 2:44:49 AM,Normal,0.9,403790.4,401
7-Feb-2021 3:01:28 AM,7-Feb-2021 2:59:50 AM,Normal,0.9,403791.2,401.3
7-Feb-2021 3:16:28 AM,7-Feb-2021 3:14:52 AM,Normal,0.8,403791.9,401.9
7-Feb-2021 3:31:28 AM,7-Feb-2021 3:29:49 AM,Normal,0.8,403792.7,402.4
7-Feb-2021 3:46:28 AM,7-Feb-2021 3:44:50 AM,Normal,0.8,403793.5,402.3
7-Feb-2021 4:01:28 AM,7-Feb-2021 3:59:52 AM,Normal,0.8,403794.2,402.6
7-Feb-2021 4:16:28 AM,7-Feb-2021 4:14:54 AM,Normal,0.8,403795,402.5
7-Feb-2021 4:31:28 AM,7-Feb-2021 4:29:50 AM,Normal,0.8,403795.8,402.5
7-Feb-2021 4:46:28 AM,7-Feb-2021 4:44:52 AM,Normal,0.8,403796.5,403.2
7-Feb-2021 5:01:28 AM,7-Feb-2021 4:59:49 AM,Normal,0.8,403797.3,403.1
7-Feb-2021 5:16:28 AM,7-Feb-2021 5:14:50 AM,Normal,0.8,403798,402.7
7-Feb-2021 5:31:28 AM,7-Feb-2021 5:29:52 AM,Normal,0.8,403798.8,402.6
7-Feb-2021 5:46:28 AM,7-Feb-2021 5:44:49 AM,Normal,0.8,403799.5,402.3
7-Feb-2021 6:01:29 AM,7-Feb-2021 5:59:51 AM,Normal,0.8,403800.3,401.7
7-Feb-2021 6:16:29 AM,7-Feb-2021 6:14:47 AM,Normal,0.8,403801.1,401.7
7-Feb-2021 6:31:29 AM,7-Feb-2021 6:29:54 AM,Normal,0.8,403801.8,400.9
7-Feb-2021 6:46:29 AM,7-Feb-2021 6:44:51 AM,Normal,0.8,403802.6,401.2
7-Feb-2021 7:01:29 AM,7-Feb-2021 6:59:52 AM,Normal,0.8,403803.4,401.7
7-Feb-2021 7:16:29 AM,7-Feb-2021 7:14:54 AM,Normal,0.8,403804.1,400.6
7-Feb-2021 7:31:30 AM,7-Feb-2021 7:29:56 AM,Normal,0.8,403804.9,399.9
7-Feb-2021 7:46:30 AM,7-Feb-2021 7:44:52 AM,Normal,0.8,403805.7,400.8
7-Feb-2021 8:01:30 AM,7-Feb-2021 7:59:54 AM,Normal,0.8,403806.4,401
7-Feb-2021 8:16:30 AM,7-Feb-2021 8:14:50 AM,Normal,0.8,403807.2,400.2
7-Feb-2021 8:31:30 AM,7-Feb-2021 8:29:57 AM,Normal,0.8,403807.9,399.1
7-Feb-2021 8:46:30 AM,7-Feb-2021 8:44:49 AM,Normal,0.8,403808.7,399.8
7-Feb-2021 9:01:31 AM,7-Feb-2021 8:59:51 AM,Normal,0.8,403809.5,399.1
7-Feb-2021 9:16:32 AM,7-Feb-2021 9:14:52 AM,Normal,0.8,403810.2,399.7
7-Feb-2021 9:31:32 AM,7-Feb-2021 9:29:54 AM,Normal,0.8,403810.9,399.7
7-Feb-2021 9:46:32 AM,7-Feb-2021 9:44:51 AM,Normal,0.9,403811.6,398.6
7-Feb-2021 10:01:32 AM,7-Feb-2021 9:59:57 AM,Normal,0.9,403812,398.7
7-Feb-2021 10:16:32 AM,7-Feb-2021 10:14:54 AM,Normal,0.9,403812.3,399.5
7-Feb-2021 10:31:32 AM,7-Feb-2021 10:29:56 AM,Normal,0.9,403812.5,399.5
7-Feb-2021 10:46:32 AM,7-Feb-2021 10:44:53 AM,Normal,0.9,403812.8,398.9
7-Feb-2021 11:01:32 AM,7-Feb-2021 10:59:54 AM,Normal,0.9,403813.2,399
7-Feb-2021 11:16:32 AM,7-Feb-2021 11:14:51 AM,Normal,0.9,403813.9,398.5
7-Feb-2021 11:31:32 AM,7-Feb-2021 11:29:52 AM,Normal,0.9,403815.2,398.8
7-Feb-2021 11:46:32 AM,7-Feb-2021 11:44:54 AM,Normal,0.9,403815.9,398.7
7-Feb-2021 12:01:32 PM,7-Feb-2021 11:59:51 AM,Normal,0.9,403816.6,398.5
7-Feb-2021 12:16:32 PM,7-Feb-2021 12:14:53 PM,Normal,0.9,403817.4,398.2
7-Feb-2021 12:31:32 PM,7-Feb-2021 12:29:54 PM,Normal,0.9,403818.1,398.9
7-Feb-2021 12:46:32 PM,7-Feb-2021 12:44:51 PM,Normal,0.9,403820.7,398.7
7-Feb-2021 1:01:32 PM,7-Feb-2021 12:59:53 PM,Normal,0.9,403821.5,399.4
7-Feb-2021 1:16:32 PM,7-Feb-2021 1:14:54 PM,Normal,0.9,403822.2,398.3
7-Feb-2021 1:31:32 PM,7-Feb-2021 1:29:51 PM,Normal,0.9,403823,398.3
7-Feb-2021 1:46:32 PM,7-Feb-2021 1:44:52 PM,Normal,0.9,403823.7,398.2
7-Feb-2021 2:01:32 PM,7-Feb-2021 1:59:54 PM,Normal,0.9,403824.4,399.8
7-Feb-2021 2:16:32 PM,7-Feb-2021 2:14:56 PM,Normal,0.9,403825.2,399.4
7-Feb-2021 2:31:32 PM,7-Feb-2021 2:29:52 PM,Normal,0.9,403825.9,398.9
7-Feb-2021 2:46:32 PM,7-Feb-2021 2:44:54 PM,Normal,0.9,403826.7,399.4
7-Feb-2021 3:01:32 PM,7-Feb-2021 2:59:56 PM,Normal,0.9,403827.4,399.7
7-Feb-2021 3:16:32 PM,7-Feb-2021 3:14:52 PM,Normal,0.9,403828.2,400.2
7-Feb-2021 3:31:32 PM,7-Feb-2021 3:29:54 PM,Normal,0.9,403828.9,400.6
7-Feb-2021 3:46:33 PM,7-Feb-2021 3:44:56 PM,Normal,0.9,403829.6,400.4
7-Feb-2021 4:01:33 PM,7-Feb-2021 3:59:52 PM,Normal,0.9,403830.4,400.9
7-Feb-2021 4:16:33 PM,7-Feb-2021 4:14:54 PM,Normal,0.9,403831.1,397.6
7-Feb-2021 4:31:33 PM,7-Feb-2021 4:29:56 PM,Normal,0.9,403831.9,397.4
7-Feb-2021 4:46:33 PM,7-Feb-2021 4:44:52 PM,Normal,0.8,403832.6,398.1
7-Feb-2021 5:25:57 PM,7-Feb-2021 5:24:16 PM,Normal,0.8,403833.4,398.9
7-Feb-2021 5:48:58 PM,7-Feb-2021 5:47:23 PM,Normal,0.8,403834.1,398.9
7-Feb-2021 6:26:03 PM,7-Feb-2021 6:24:27 PM,Normal,0.8,403834.9,397
7-Feb-2021 6:48:14 PM,7-Feb-2021 6:46:35 PM,Normal,0.9,403835.6,397.1
7-Feb-2021 7:03:14 PM,7-Feb-2021 7:01:37 PM,Normal,0.9,403836.4,397.3
7-Feb-2021 7:18:14 PM,7-Feb-2021 7:16:33 PM,Normal,0.9,403837.1,397.7
7-Feb-2021 7:33:14 PM,7-Feb-2021 7:31:35 PM,Normal,0.9,403837.9,397.5
7-Feb-2021 7:48:14 PM,7-Feb-2021 7:46:31 PM,Normal,0.9,403838.6,397.4
7-Feb-2021 8:03:14 PM,7-Feb-2021 8:01:34 PM,Normal,0.9,403839.4,398.1
7-Feb-2021 8:18:14 PM,7-Feb-2021 8:16:36 PM,Normal,0.9,403840.1,398.2
7-Feb-2021 8:33:14 PM,7-Feb-2021 8:31:33 PM,Normal,0.9,403840.9,398.3
7-Feb-2021 8:48:14 PM,7-Feb-2021 8:46:34 PM,Normal,0.9,403841.7,398.4
7-Feb-2021 9:03:14 PM,7-Feb-2021 9:01:36 PM,Normal,0.9,403842.4,398.9
7-Feb-2021 9:18:14 PM,7-Feb-2021 9:16:33 PM,Normal,0.9,403843.2,399.1
7-Feb-2021 9:33:14 PM,7-Feb-2021 9:31:34 PM,Normal,0.9,403844,399.1
7-Feb-2021 9:48:14 PM,7-Feb-2021 9:46:36 PM,Normal,0.9,403844.7,398.7
7-Feb-2021 10:03:14 PM,7-Feb-2021 10:01:33 PM,Normal,0.9,403845.5,399.1
7-Feb-2021 10:18:14 PM,7-Feb-2021 10:16:35 PM,Normal,0.9,403846.2,398.9
7-Feb-2021 10:33:14 PM,7-Feb-2021 10:31:36 PM,Normal,0.9,403847,399.4
7-Feb-2021 10:48:14 PM,7-Feb-2021 10:46:33 PM,Normal,0.9,403847.8,397
7-Feb-2021 11:03:14 PM,7-Feb-2021 11:01:35 PM,Normal,0.9,403848.5,397.7
7-Feb-2021 11:18:14 PM,7-Feb-2021 11:16:36 PM,Normal,0.9,403849.3,397.6
7-Feb-2021 11:33:14 PM,7-Feb-2021 11:31:33 PM,Normal,0.9,403850.1,398.2
7-Feb-2021 11:48:14 PM,7-Feb-2021 11:46:35 PM,Normal,0.9,403850.8,398
8-Feb-2021 12:03:14 AM,8-Feb-2021 12:01:37 AM,Normal,0.9,403851.6,398.5
8-Feb-2021 12:18:14 AM,8-Feb-2021 12:16:38 AM,Normal,0.9,403852.4,398.8
8-Feb-2021 12:33:14 AM,8-Feb-2021 12:31:35 AM,Normal,0.9,403853.1,398.4
8-Feb-2021 12:48:14 AM,8-Feb-2021 12:46:37 AM,Normal,0.9,403853.9,396.9
8-Feb-2021 1:03:14 AM,8-Feb-2021 1:01:38 AM,Normal,0.9,403854.6,397.4
8-Feb-2021 1:18:14 AM,8-Feb-2021 1:16:35 AM,Normal,0.9,403855.4,397.5
8-Feb-2021 1:33:14 AM,8-Feb-2021 1:31:37 AM,Normal,0.9,403856.2,397.6
8-Feb-2021 1:48:14 AM,8-Feb-2021 1:46:38 AM,Normal,0.9,403856.9,397.8
8-Feb-2021 2:03:14 AM,8-Feb-2021 2:01:35 AM,Normal,0.9,403857.6,398.3
8-Feb-2021 2:18:14 AM,8-Feb-2021 2:16:37 AM,Normal,0.9,403858.4,397.6
8-Feb-2021 2:33:14 AM,8-Feb-2021 2:31:33 AM,Normal,0.9,403859.2,397.8
8-Feb-2021 2:48:14 AM,8-Feb-2021 2:46:35 AM,Normal,0.9,403859.9,398.2
8-Feb-2021 3:03:14 AM,8-Feb-2021 3:01:32 AM,Normal,0.9,403860.6,398
8-Feb-2021 3:18:14 AM,8-Feb-2021 3:16:33 AM,Normal,0.9,403861.6,398.7
8-Feb-2021 3:33:15 AM,8-Feb-2021 3:31:35 AM,Normal,0.9,403862.8,398.8
8-Feb-2021 3:48:15 AM,8-Feb-2021 3:46:37 AM,Normal,0.9,403863.5,398.3
8-Feb-2021 4:03:15 AM,8-Feb-2021 4:01:38 AM,Normal,0.9,403864.3,398.8
8-Feb-2021 4:18:15 AM,8-Feb-2021 4:16:35 AM,Normal,0.9,403865,398.7
8-Feb-2021 4:33:15 AM,8-Feb-2021 4:31:32 AM,Normal,0.9,403866.6,398.4
8-Feb-2021 4:48:15 AM,8-Feb-2021 4:46:38 AM,Normal,0.9,403867.4,398.7
8-Feb-2021 5:03:15 AM,8-Feb-2021 5:01:35 AM,Normal,0.9,403868.2,398.5
8-Feb-2021 5:18:15 AM,8-Feb-2021 5:16:37 AM,Normal,0.9,403868.9,398.7
8-Feb-2021 5:33:15 AM,8-Feb-2021 5:31:33 AM,Normal,0.9,403869.7,4.9
8-Feb-2021 5:48:15 AM,8-Feb-2021 5:46:35 AM,Normal,0.9,403870.4,398.3
8-Feb-2021 6:03:15 AM,8-Feb-2021 6:01:37 AM,Normal,0.9,403871.2,397.6
8-Feb-2021 6:18:15 AM,8-Feb-2021 6:16:33 AM,Normal,0.9,403871.9,397.5
8-Feb-2021 6:33:15 AM,8-Feb-2021 6:31:35 AM,Normal,0.9,403872.7,397.1
