Time,Insert Time,Communication Status,Power Factor,Energy ( kilowatt hour ),Voltage Phase R B ( volt )
24-Jan-2021 3:25:46 AM,24-Jan-2021 3:24:29 AM,Normal,0.8,402941.6,405.1
24-Jan-2021 3:40:46 AM,24-Jan-2021 3:39:29 AM,Normal,0.8,402942.4,404.8
24-Jan-2021 3:55:46 AM,24-Jan-2021 3:54:30 AM,Normal,0.8,402943.2,404.6
24-Jan-2021 4:10:46 AM,24-Jan-2021 4:09:26 AM,Normal,0.8,402944,404.6
24-Jan-2021 4:25:46 AM,24-Jan-2021 4:24:32 AM,Normal,0.8,402944.8,404.3
24-Jan-2021 4:40:46 AM,24-Jan-2021 4:39:28 AM,Normal,0.8,402945.6,404.7
24-Jan-2021 4:55:46 AM,24-Jan-2021 4:54:29 AM,Normal,0.8,402946.4,404.7
24-Jan-2021 5:10:46 AM,24-Jan-2021 5:09:29 AM,Normal,0.8,402947.2,404.3
24-Jan-2021 5:25:47 AM,24-Jan-2021 5:24:30 AM,Normal,0.8,402948,403.9
24-Jan-2021 5:40:47 AM,24-Jan-2021 5:39:31 AM,Normal,0.8,402948.9,403.4
24-Jan-2021 5:55:47 AM,24-Jan-2021 5:54:27 AM,Normal,0.8,402949.7,403.4
24-Jan-2021 6:10:47 AM,24-Jan-2021 6:09:28 AM,Normal,0.8,402950.5,402.8
24-Jan-2021 6:25:47 AM,24-Jan-2021 6:24:29 AM,Normal,0.8,402951.3,402.5
24-Jan-2021 6:40:47 AM,24-Jan-2021 6:39:29 AM,Normal,0.8,402952.1,402.2
24-Jan-2021 6:55:47 AM,24-Jan-2021 6:54:30 AM,Normal,0.8,402952.9,402.5
24-Jan-2021 7:10:47 AM,24-Jan-2021 7:09:31 AM,Normal,0.8,402953.7,402
24-Jan-2021 7:25:47 AM,24-Jan-2021 7:24:32 AM,Normal,0.8,402954.5,401.5
24-Jan-2021 7:40:47 AM,24-Jan-2021 7:39:32 AM,Normal,0.8,402955.3,402.2
24-Jan-2021 7:55:47 AM,24-Jan-2021 7:54:28 AM,Normal,0.8,402956.1,402
24-Jan-2021 8:10:47 AM,24-Jan-2021 8:09:29 AM,Normal,0.8,402956.9,401.5
24-Jan-2021 8:25:47 AM,24-Jan-2021 8:24:30 AM,Normal,0.9,402957.7,401.3
24-Jan-2021 8:40:47 AM,24-Jan-2021 8:39:31 AM,Normal,0.9,402958.5,401.3
24-Jan-2021 8:55:47 AM,24-Jan-2021 8:54:31 AM,Normal,0.9,402959.3,400.4
24-Jan-2021 9:10:47 AM,24-Jan-2021 9:09:27 AM,Normal,0.9,402960.1,401.2
24-Jan-2021 9:25:49 AM,24-Jan-2021 9:24:29 AM,Normal,0.9,402960.8,400.1
24-Jan-2021 9:40:49 AM,24-Jan-2021 9:39:31 AM,Normal,0.9,402961.6,400.5
24-Jan-2021 9:55:49 AM,24-Jan-2021 9:54:32 AM,Normal,0.9,402962.4,399.9
24-Jan-2021 10:10:49 AM,24-Jan-2021 10:09:34 AM,Normal,0.9,402963.2,399.4
24-Jan-2021 10:25:49 AM,24-Jan-2021 10:24:31 AM,Normal,0.9,402964,398.8
24-Jan-2021 10:40:49 AM,24-Jan-2021 10:39:27 AM,Normal,0.9,402964.8,399
24-Jan-2021 10:55:49 AM,24-Jan-2021 10:54:29 AM,Normal,0.9,402965.6,399.5
24-Jan-2021 11:10:49 AM,24-Jan-2021 11:09:31 AM,Normal,0.9,402966.3,399.4
24-Jan-2021 11:25:49 AM,24-Jan-2021 11:24:27 AM,Normal,0.9,402967.1,398.9
24-Jan-2021 11:40:49 AM,24-Jan-2021 11:39:29 AM,Normal,0.9,402967.9,399.9
24-Jan-2021 11:55:49 AM,24-Jan-2021 11:54:31 AM,Normal,0.9,402968.7,399.9
24-Jan-2021 12:10:49 PM,24-Jan-2021 12:09:32 PM,Normal,0.9,402969.5,399.3
24-Jan-2021 12:25:49 PM,24-Jan-2021 12:24:34 PM,Normal,0.9,402970.3,399.2
24-Jan-2021 12:40:49 PM,24-Jan-2021 12:39:31 PM,Normal,0.9,402971,399.4
24-Jan-2021 12:55:49 PM,24-Jan-2021 12:54:27 PM,Normal,0.9,402971.8,400
24-Jan-2021 1:10:49 PM,24-Jan-2021 1:09:33 PM,Normal,0.9,402972.6,399.8
24-Jan-2021 1:25:49 PM,24-Jan-2021 1:24:27 PM,Normal,0.9,402973.4,399.6
24-Jan-2021 1:40:49 PM,24-Jan-2021 1:39:29 PM,Normal,0.9,402974.2,399.9
24-Jan-2021 1:55:49 PM,24-Jan-2021 1:54:27 PM,Normal,0.9,402975,399.8
24-Jan-2021 2:10:49 PM,24-Jan-2021 2:09:29 PM,Normal,0.9,402975.8,400
24-Jan-2021 2:25:49 PM,24-Jan-2021 2:24:30 PM,Normal,0.9,402976.6,400.1
24-Jan-2021 2:55:49 PM,24-Jan-2021 2:54:33 PM,Normal,0.9,402977.3,400.4
24-Jan-2021 3:10:49 PM,24-Jan-2021 3:09:30 PM,Normal,0.9,402978.1,400.2
24-Jan-2021 3:25:49 PM,24-Jan-2021 3:24:31 PM,Normal,0.9,402978.9,400.7
24-Jan-2021 3:40:49 PM,24-Jan-2021 3:39:29 PM,Normal,0.8,402979.7,400.6
24-Jan-2021 3:55:49 PM,24-Jan-2021 3:54:31 PM,Normal,0.8,402980.5,401.4
24-Jan-2021 4:10:49 PM,24-Jan-2021 4:09:28 PM,Normal,0.8,402981.3,401.6
24-Jan-2021 4:25:49 PM,24-Jan-2021 4:24:30 PM,Normal,0.8,402982.1,402.2
24-Jan-2021 4:40:49 PM,24-Jan-2021 4:39:32 PM,Normal,0.8,402982.9,402.3
24-Jan-2021 4:55:49 PM,24-Jan-2021 4:54:34 PM,Normal,0.8,402983.7,401.8
24-Jan-2021 5:10:49 PM,24-Jan-2021 5:09:30 PM,Normal,0.8,402984.4,402.3
24-Jan-2021 5:25:49 PM,24-Jan-2021 5:24:32 PM,Normal,0.8,402985.2,401.5
24-Jan-2021 5:40:49 PM,24-Jan-2021 5:39:33 PM,Normal,0.8,402986,401.3
24-Jan-2021 5:55:49 PM,24-Jan-2021 5:54:30 PM,Normal,0.8,402986.8,401.2
24-Jan-2021 6:10:49 PM,24-Jan-2021 6:09:32 PM,Normal,0.8,402987.6,400.1
24-Jan-2021 6:25:49 PM,24-Jan-2021 6:24:33 PM,Normal,0.8,402988.4,399.7
24-Jan-2021 6:40:49 PM,24-Jan-2021 6:39:30 PM,Normal,0.8,402989.2,399.8
24-Jan-2021 6:55:49 PM,24-Jan-2021 6:54:32 PM,Normal,0.8,402990,400.8
24-Jan-2021 7:10:50 PM,24-Jan-2021 7:09:28 PM,Normal,0.8,402990.8,401.1
24-Jan-2021 7:25:50 PM,24-Jan-2021 7:24:31 PM,Normal,0.8,402991.6,401.6
24-Jan-2021 7:40:50 PM,24-Jan-2021 7:39:32 PM,Normal,0.8,402992.4,401.4
24-Jan-2021 7:55:50 PM,24-Jan-2021 7:54:28 PM,Normal,0.8,402993.2,401.5
24-Jan-2021 8:10:50 PM,24-Jan-2021 8:09:30 PM,Normal,0.8,402994,401.8
24-Jan-2021 8:25:50 PM,24-Jan-2021 8:24:28 PM,Normal,0.8,402994.8,402.1
24-Jan-2021 8:40:50 PM,24-Jan-2021 8:39:29 PM,Normal,0.8,402995.6,402.4
24-Jan-2021 8:55:50 PM,24-Jan-2021 8:54:31 PM,Normal,0.8,402996.4,402.6
24-Jan-2021 9:10:50 PM,24-Jan-2021 9:09:28 PM,Normal,0.8,402997.2,402.6
24-Jan-2021 9:25:50 PM,24-Jan-2021 9:24:33 PM,Normal,0.8,402998,402.2
24-Jan-2021 9:40:50 PM,24-Jan-2021 9:39:29 PM,Normal,0.8,402998.8,402.8
24-Jan-2021 9:55:50 PM,24-Jan-2021 9:54:30 PM,Normal,0.8,402999.6,402.5
24-Jan-2021 10:10:50 PM,24-Jan-2021 10:09:31 PM,Normal,0.8,403000.4,402.9
24-Jan-2021 10:25:50 PM,24-Jan-2021 10:24:32 PM,Normal,0.8,403001.2,402.5
24-Jan-2021 10:40:50 PM,24-Jan-2021 10:39:32 PM,Normal,0.8,403002,401.1
24-Jan-2021 10:55:50 PM,24-Jan-2021 10:54:28 PM,Normal,0.8,403002.8,401.3
24-Jan-2021 11:10:50 PM,24-Jan-2021 11:09:34 PM,Normal,0.8,403003.6,401.1
24-Jan-2021 11:25:50 PM,24-Jan-2021 11:24:35 PM,Normal,0.8,403004.3,401.2
24-Jan-2021 11:40:50 PM,24-Jan-2021 11:39:36 PM,Normal,0.8,403005.1,401.5
24-Jan-2021 11:55:50 PM,24-Jan-2021 11:54:32 PM,Normal,0.8,403005.9,402.1
25-Jan-2021 12:10:50 AM,25-Jan-2021 12:09:33 AM,Normal,0.8,403006.7,402
25-Jan-2021 12:25:50 AM,25-Jan-2021 12:24:29 AM,Normal,0.8,403007.5,403.2
25-Jan-2021 12:40:50 AM,25-Jan-2021 12:39:35 AM,Normal,0.8,403008.3,403.3
25-Jan-2021 12:55:50 AM,25-Jan-2021 12:54:31 AM,Normal,0.8,403009.1,403.3
25-Jan-2021 1:10:50 AM,25-Jan-2021 1:09:32 AM,Normal,0.8,403009.9,403.4
25-Jan-2021 1:25:50 AM,25-Jan-2021 1:24:28 AM,Normal,0.8,403010.7,403.6
25-Jan-2021 1:40:50 AM,25-Jan-2021 1:39:28 AM,Normal,0.8,403011.4,404
25-Jan-2021 1:55:50 AM,25-Jan-2021 1:54:30 AM,Normal,0.8,403012.2,403.6
25-Jan-2021 2:10:50 AM,25-Jan-2021 2:09:30 AM,Normal,0.9,403013,403.2
25-Jan-2021 2:25:50 AM,25-Jan-2021 2:24:31 AM,Normal,0.9,403013.8,403.4
25-Jan-2021 2:40:50 AM,25-Jan-2021 2:39:31 AM,Normal,0.9,403014.6,404.1
25-Jan-2021 2:55:50 AM,25-Jan-2021 2:54:32 AM,Normal,0.9,403015.4,403.7
25-Jan-2021 3:10:50 AM,25-Jan-2021 3:09:28 AM,Normal,0.9,403016.1,403.4
25-Jan-2021 3:25:50 AM,25-Jan-2021 3:24:34 AM,Normal,0.9,403016.9,403.9
25-Jan-2021 3:40:50 AM,25-Jan-2021 3:39:35 AM,Normal,0.9,403017.7,404.2
25-Jan-2021 3:55:50 AM,25-Jan-2021 3:54:35 AM,Normal,0.9,403018.4,404
25-Jan-2021 4:10:50 AM,25-Jan-2021 4:09:36 AM,Normal,0.8,403019.2,404.9
25-Jan-2021 4:25:50 AM,25-Jan-2021 4:24:32 AM,Normal,0.8,403020,404.8
25-Jan-2021 4:40:50 AM,25-Jan-2021 4:39:33 AM,Normal,0.8,403020.8,404.6
25-Jan-2021 4:55:50 AM,25-Jan-2021 4:54:29 AM,Normal,0.8,403021.6,404.8
25-Jan-2021 5:10:50 AM,25-Jan-2021 5:09:35 AM,Normal,0.8,403022.4,404.8
25-Jan-2021 5:25:50 AM,25-Jan-2021 5:24:30 AM,Normal,0.8,403023.2,404.2
25-Jan-2021 5:40:50 AM,25-Jan-2021 5:39:31 AM,Normal,0.8,403024,404.3
25-Jan-2021 5:55:51 AM,25-Jan-2021 5:54:32 AM,Normal,0.8,403024.7,404.3
25-Jan-2021 6:10:51 AM,25-Jan-2021 6:09:34 AM,Normal,0.8,403025.5,403.3
25-Jan-2021 6:25:51 AM,25-Jan-2021 6:24:34 AM,Normal,0.8,403026.3,402.5
25-Jan-2021 6:40:51 AM,25-Jan-2021 6:39:35 AM,Normal,0.8,403027.1,402.1
25-Jan-2021 6:55:51 AM,25-Jan-2021 6:54:36 AM,Normal,0.8,403027.8,402.8
25-Jan-2021 7:10:51 AM,25-Jan-2021 7:09:37 AM,Normal,0.8,403028.6,402.3
25-Jan-2021 7:25:51 AM,25-Jan-2021 7:24:37 AM,Normal,0.8,403029.8,402.1
25-Jan-2021 7:40:51 AM,25-Jan-2021 7:39:33 AM,Normal,0.8,403030.5,402.3
25-Jan-2021 7:55:51 AM,25-Jan-2021 7:54:29 AM,Normal,0.8,403031.3,403.1
25-Jan-2021 8:10:51 AM,25-Jan-2021 8:09:35 AM,Normal,0.8,403032.1,402.5
25-Jan-2021 8:25:51 AM,25-Jan-2021 8:24:30 AM,Normal,0.8,403032.9,402.3
25-Jan-2021 8:40:51 AM,25-Jan-2021 8:39:31 AM,Normal,0.8,403033.6,401.3
25-Jan-2021 8:55:51 AM,25-Jan-2021 8:54:32 AM,Normal,0.8,403034.4,402
25-Jan-2021 9:10:51 AM,25-Jan-2021 9:09:29 AM,Normal,0.9,403035.2,401.7
25-Jan-2021 9:25:52 AM,25-Jan-2021 9:24:30 AM,Normal,0.9,403036,401.5
25-Jan-2021 9:40:52 AM,25-Jan-2021 9:39:31 AM,Normal,0.9,403036.7,401
25-Jan-2021 9:55:52 AM,25-Jan-2021 9:54:31 AM,Normal,0.9,403037.5,400.6
25-Jan-2021 10:10:52 AM,25-Jan-2021 10:09:33 AM,Normal,0.9,403038.3,399.7
25-Jan-2021 10:25:52 AM,25-Jan-2021 10:24:29 AM,Normal,0.9,403039.1,399.8
25-Jan-2021 10:40:52 AM,25-Jan-2021 10:39:29 AM,Normal,0.9,403039.9,400
25-Jan-2021 10:55:52 AM,25-Jan-2021 10:54:31 AM,Normal,0.9,403040.6,399.4
25-Jan-2021 11:10:52 AM,25-Jan-2021 11:09:29 AM,Normal,0.9,403041.4,399.6
25-Jan-2021 11:40:52 AM,25-Jan-2021 11:39:29 AM,Normal,0.9,403042.9,399.3
25-Jan-2021 11:55:52 AM,25-Jan-2021 11:54:30 AM,Normal,0.9,403043.7,399.1
25-Jan-2021 12:10:52 PM,25-Jan-2021 12:09:31 PM,Normal,0.9,403044.5,399.4
25-Jan-2021 12:25:52 PM,25-Jan-2021 12:24:33 PM,Normal,0.9,403045.3,400
25-Jan-2021 12:40:52 PM,25-Jan-2021 12:39:30 PM,Normal,0.9,403046,399.9
25-Jan-2021 12:55:52 PM,25-Jan-2021 12:54:31 PM,Normal,0.9,403046.8,399.6
25-Jan-2021 1:10:52 PM,25-Jan-2021 1:09:33 PM,Normal,0.9,403047.6,399.7
25-Jan-2021 1:25:52 PM,25-Jan-2021 1:24:29 PM,Normal,0.9,403048.4,399.5
25-Jan-2021 1:40:52 PM,25-Jan-2021 1:39:36 PM,Normal,0.9,403049.2,399.8
25-Jan-2021 1:55:52 PM,25-Jan-2021 1:54:33 PM,Normal,0.9,403050,399.7
25-Jan-2021 2:10:52 PM,25-Jan-2021 2:09:34 PM,Normal,0.9,403050.7,399.5
25-Jan-2021 2:25:52 PM,25-Jan-2021 2:24:36 PM,Normal,0.9,403051,400
25-Jan-2021 2:40:53 PM,25-Jan-2021 2:39:33 PM,Normal,0.9,403051.6,400
25-Jan-2021 2:55:53 PM,25-Jan-2021 2:54:29 PM,Normal,0.9,403052,400.2
25-Jan-2021 3:10:53 PM,25-Jan-2021 3:09:36 PM,Normal,0.9,403052.3,400.2
25-Jan-2021 3:25:53 PM,25-Jan-2021 3:24:32 PM,Normal,0.9,403052.9,400.2
25-Jan-2021 3:40:53 PM,25-Jan-2021 3:39:33 PM,Normal,0.9,403053.7,400.1
25-Jan-2021 3:55:53 PM,25-Jan-2021 3:54:35 PM,Normal,0.9,403055.1,400.2
25-Jan-2021 4:10:53 PM,25-Jan-2021 4:09:37 PM,Normal,0.9,403055.7,400.9
25-Jan-2021 4:25:53 PM,25-Jan-2021 4:24:28 PM,Normal,0.8,403056.5,400.7
25-Jan-2021 4:40:53 PM,25-Jan-2021 4:39:31 PM,Normal,0.8,403057.3,401.4
25-Jan-2021 4:55:53 PM,25-Jan-2021 4:54:38 PM,Normal,0.8,403058.1,401.1
25-Jan-2021 5:10:53 PM,25-Jan-2021 5:09:30 PM,Normal,0.8,403058.9,401.1
25-Jan-2021 5:25:53 PM,25-Jan-2021 5:24:31 PM,Normal,0.8,403059.3,400.9
25-Jan-2021 5:40:53 PM,25-Jan-2021 5:39:38 PM,Normal,0.8,403060.2,401.8
25-Jan-2021 5:55:53 PM,25-Jan-2021 5:54:34 PM,Normal,0.8,403061,401.5
25-Jan-2021 6:10:53 PM,25-Jan-2021 6:09:36 PM,Normal,0.9,403061.8,399.5
25-Jan-2021 6:25:53 PM,25-Jan-2021 6:24:33 PM,Normal,0.9,403062.6,399.4
25-Jan-2021 6:40:53 PM,25-Jan-2021 6:39:35 PM,Normal,0.9,403063.5,399.7
25-Jan-2021 6:55:53 PM,25-Jan-2021 6:54:36 PM,Normal,0.9,403064.3,400.2
25-Jan-2021 7:10:53 PM,25-Jan-2021 7:09:33 PM,Normal,0.9,403065.1,400.1
25-Jan-2021 7:25:53 PM,25-Jan-2021 7:24:35 PM,Normal,0.9,403066,400.6
25-Jan-2021 7:40:53 PM,25-Jan-2021 7:39:31 PM,Normal,0.9,403066.8,400.6
25-Jan-2021 7:55:53 PM,25-Jan-2021 7:54:33 PM,Normal,0.9,403067.6,400.8
25-Jan-2021 8:10:53 PM,25-Jan-2021 8:09:35 PM,Normal,0.9,403068.4,401.7
25-Jan-2021 8:25:53 PM,25-Jan-2021 8:24:36 PM,Normal,0.9,403069.3,401.5
25-Jan-2021 8:40:53 PM,25-Jan-2021 8:39:33 PM,Normal,0.9,403070.1,401.6
25-Jan-2021 8:55:53 PM,25-Jan-2021 8:54:35 PM,Normal,0.9,403070.9,401.8
25-Jan-2021 9:10:53 PM,25-Jan-2021 9:09:31 PM,Normal,0.9,403071.7,402
25-Jan-2021 9:25:54 PM,25-Jan-2021 9:24:36 PM,Normal,0.9,403072.6,402.4
25-Jan-2021 9:40:54 PM,25-Jan-2021 9:39:38 PM,Normal,0.9,403073.4,402.8
25-Jan-2021 9:55:54 PM,25-Jan-2021 9:54:30 PM,Normal,0.9,403074.2,402.5
25-Jan-2021 10:10:54 PM,25-Jan-2021 10:09:32 PM,Normal,0.9,403075.1,402.8
25-Jan-2021 10:25:54 PM,25-Jan-2021 10:24:35 PM,Normal,0.9,403075.9,402.4
25-Jan-2021 10:40:54 PM,25-Jan-2021 10:39:32 PM,Normal,0.9,403076.7,399.4
25-Jan-2021 10:55:55 PM,25-Jan-2021 10:54:35 PM,Normal,0.9,403077.5,399.8
25-Jan-2021 11:10:55 PM,25-Jan-2021 11:09:31 PM,Normal,0.9,403078.3,400.2
25-Jan-2021 11:25:55 PM,25-Jan-2021 11:24:31 PM,Normal,0.9,403079.2,400.3
25-Jan-2021 11:40:55 PM,25-Jan-2021 11:39:34 PM,Normal,0.9,403080,400.5
25-Jan-2021 11:55:55 PM,25-Jan-2021 11:54:39 PM,Normal,0.9,403080.8,401.1
26-Jan-2021 12:10:55 AM,26-Jan-2021 12:09:35 AM,Normal,0.9,403081.7,401.4
26-Jan-2021 12:25:55 AM,26-Jan-2021 12:24:38 AM,Normal,0.9,403082.5,401.7
26-Jan-2021 12:40:55 AM,26-Jan-2021 12:39:35 AM,Normal,0.9,403083.1,402.2
26-Jan-2021 12:55:56 AM,26-Jan-2021 12:54:38 AM,Normal,0.9,403083.4,402.3
26-Jan-2021 1:10:56 AM,26-Jan-2021 1:09:34 AM,Normal,0.9,403083.7,403
26-Jan-2021 1:25:56 AM,26-Jan-2021 1:24:34 AM,Normal,0.9,403084,402.8
26-Jan-2021 1:40:56 AM,26-Jan-2021 1:39:39 AM,Normal,0.9,403084.3,402.9
26-Jan-2021 1:55:57 AM,26-Jan-2021 1:54:36 AM,Normal,0.9,403084.6,402.7
26-Jan-2021 2:10:57 AM,26-Jan-2021 2:09:38 AM,Normal,0.9,403085,403.2
26-Jan-2021 2:25:57 AM,26-Jan-2021 2:24:35 AM,Normal,0.9,403085.7,403.3
26-Jan-2021 2:40:57 AM,26-Jan-2021 2:39:40 AM,Normal,0.9,403086.1,403.7
26-Jan-2021 2:55:58 AM,26-Jan-2021 2:54:36 AM,Normal,0.9,403086.8,403.9
26-Jan-2021 3:10:58 AM,26-Jan-2021 3:09:38 AM,Normal,0.9,403087.3,404.2
26-Jan-2021 3:25:58 AM,26-Jan-2021 3:24:40 AM,Normal,0.9,403087.8,404.1
26-Jan-2021 3:40:58 AM,26-Jan-2021 3:39:36 AM,Normal,0.9,403088.6,403.5
26-Jan-2021 3:55:58 AM,26-Jan-2021 3:54:35 AM,Normal,0.9,403089.3,403.6
26-Jan-2021 4:10:58 AM,26-Jan-2021 4:09:37 AM,Normal,0.9,403090,404.3
26-Jan-2021 4:25:58 AM,26-Jan-2021 4:24:37 AM,Normal,0.9,403090.8,403.9
26-Jan-2021 4:40:58 AM,26-Jan-2021 4:39:36 AM,Normal,0.9,403091.7,404
26-Jan-2021 4:55:58 AM,26-Jan-2021 4:54:36 AM,Normal,0.9,403092.4,404.6
26-Jan-2021 5:10:59 AM,26-Jan-2021 5:09:35 AM,Normal,0.9,403093.2,403.8
26-Jan-2021 5:25:59 AM,26-Jan-2021 5:24:38 AM,Normal,0.9,403093.6,404.1
26-Jan-2021 5:40:59 AM,26-Jan-2021 5:39:41 AM,Normal,0.9,403093.9,403.9
26-Jan-2021 5:55:59 AM,26-Jan-2021 5:54:37 AM,Normal,0.9,403094.2,402.6
26-Jan-2021 6:10:59 AM,26-Jan-2021 6:09:42 AM,Normal,0.9,403094.5,402.7
26-Jan-2021 6:25:59 AM,26-Jan-2021 6:24:39 AM,Normal,0.9,403094.8,402.4
26-Jan-2021 6:41:00 AM,26-Jan-2021 6:39:41 AM,Normal,0.9,403095.1,401.9
26-Jan-2021 6:56:00 AM,26-Jan-2021 6:54:38 AM,Normal,0.9,403095.4,402.4
26-Jan-2021 7:11:00 AM,26-Jan-2021 7:09:43 AM,Normal,0.9,403095.7,402
26-Jan-2021 7:26:00 AM,26-Jan-2021 7:24:39 AM,Normal,0.9,403096,402
26-Jan-2021 7:41:00 AM,26-Jan-2021 7:39:39 AM,Normal,0.9,403096.3,400.9
26-Jan-2021 7:56:00 AM,26-Jan-2021 7:54:39 AM,Normal,0.9,403096.6,400.5
26-Jan-2021 8:11:00 AM,26-Jan-2021 8:09:42 AM,Normal,0.9,403096.9,399.7
26-Jan-2021 8:26:00 AM,26-Jan-2021 8:24:43 AM,Normal,0.9,403097.2,399.9
26-Jan-2021 8:41:00 AM,26-Jan-2021 8:39:40 AM,Normal,0.9,403097.4,399
26-Jan-2021 8:56:00 AM,26-Jan-2021 8:54:42 AM,Normal,0.9,403097.7,398.9
26-Jan-2021 9:11:00 AM,26-Jan-2021 9:09:38 AM,Normal,0.9,403098,399
26-Jan-2021 9:26:00 AM,26-Jan-2021 9:24:43 AM,Normal,0.9,403098.3,399.7
26-Jan-2021 9:41:00 AM,26-Jan-2021 9:39:40 AM,Normal,0.9,403098.6,400.1
26-Jan-2021 9:56:00 AM,26-Jan-2021 9:54:42 AM,Normal,0.9,403098.9,400.8
26-Jan-2021 10:11:00 AM,26-Jan-2021 10:09:39 AM,Normal,0.9,403099.2,399.5
26-Jan-2021 10:26:00 AM,26-Jan-2021 10:24:42 AM,Normal,0.9,403099.5,398.7
26-Jan-2021 10:41:00 AM,26-Jan-2021 10:39:38 AM,Normal,0.9,403099.8,398.8
26-Jan-2021 10:56:01 AM,26-Jan-2021 10:54:43 AM,Normal,0.9,403100.1,398.3
26-Jan-2021 11:11:01 AM,26-Jan-2021 11:09:40 AM,Normal,0.9,403100.4,398.9
26-Jan-2021 11:26:01 AM,26-Jan-2021 11:24:37 AM,Normal,0.9,403100.7,398.5
26-Jan-2021 11:41:01 AM,26-Jan-2021 11:39:42 AM,Normal,0.9,403101,398.7
26-Jan-2021 11:56:01 AM,26-Jan-2021 11:54:44 AM,Normal,0.9,403101.3,398.4
26-Jan-2021 12:11:01 PM,26-Jan-2021 12:09:40 PM,Normal,0.9,403101.6,399
26-Jan-2021 12:26:01 PM,26-Jan-2021 12:24:42 PM,Normal,0.9,403101.9,398.8
26-Jan-2021 12:41:01 PM,26-Jan-2021 12:39:44 PM,Normal,0.9,403102.2,399.4
26-Jan-2021 12:56:01 PM,26-Jan-2021 12:54:40 PM,Normal,0.9,403102.5,399.8
26-Jan-2021 1:11:01 PM,26-Jan-2021 1:09:42 PM,Normal,0.9,403102.8,398.9
26-Jan-2021 1:26:01 PM,26-Jan-2021 1:24:39 PM,Normal,0.9,403103.2,398.9
26-Jan-2021 1:41:01 PM,26-Jan-2021 1:39:38 PM,Normal,0.9,403104,398.8
26-Jan-2021 1:57:30 PM,26-Jan-2021 1:56:09 PM,Normal,0.9,403104.8,398.6
26-Jan-2021 2:12:20 PM,26-Jan-2021 2:10:56 PM,Normal,0.9,403105.6,399.1
26-Jan-2021 2:27:08 PM,26-Jan-2021 2:25:48 PM,Normal,0.9,403106.4,399
26-Jan-2021 2:42:09 PM,26-Jan-2021 2:40:49 PM,Normal,0.9,403107.3,399.4
26-Jan-2021 2:57:09 PM,26-Jan-2021 2:55:51 PM,Normal,0.9,403108.1,399.9
26-Jan-2021 3:12:09 PM,26-Jan-2021 3:10:48 PM,Normal,0.8,403108.9,400.4
26-Jan-2021 3:27:09 PM,26-Jan-2021 3:25:44 PM,Normal,0.9,403109.7,400.4
26-Jan-2021 3:42:09 PM,26-Jan-2021 3:40:51 PM,Normal,0.8,403110.5,400.8
26-Jan-2021 3:57:09 PM,26-Jan-2021 3:55:48 PM,Normal,0.8,403111.3,401.3
26-Jan-2021 4:12:09 PM,26-Jan-2021 4:10:44 PM,Normal,0.8,403112.2,401.4
26-Jan-2021 4:27:09 PM,26-Jan-2021 4:25:46 PM,Normal,0.8,403113,401.8
26-Jan-2021 4:42:09 PM,26-Jan-2021 4:40:43 PM,Normal,0.8,403113.8,401.9
26-Jan-2021 4:57:09 PM,26-Jan-2021 4:55:45 PM,Normal,0.8,403114.6,401.9
26-Jan-2021 5:12:09 PM,26-Jan-2021 5:10:46 PM,Normal,0.8,403115.4,401.1
26-Jan-2021 5:27:09 PM,26-Jan-2021 5:25:48 PM,Normal,0.8,403116.3,400.7
26-Jan-2021 5:42:09 PM,26-Jan-2021 5:40:45 PM,Normal,0.8,403117.1,400.6
26-Jan-2021 5:57:09 PM,26-Jan-2021 5:55:51 PM,Normal,0.8,403117.9,400.5
26-Jan-2021 6:27:09 PM,26-Jan-2021 6:25:50 PM,Normal,0.9,403118.7,398.7
26-Jan-2021 6:42:09 PM,26-Jan-2021 6:40:47 PM,Normal,0.9,403119.6,399
26-Jan-2021 6:57:09 PM,26-Jan-2021 6:55:49 PM,Normal,0.9,403120.4,399
26-Jan-2021 7:12:09 PM,26-Jan-2021 7:10:46 PM,Normal,0.9,403121.2,399.4
26-Jan-2021 7:27:09 PM,26-Jan-2021 7:25:48 PM,Normal,0.9,403122.1,399.7
26-Jan-2021 7:42:09 PM,26-Jan-2021 7:40:45 PM,Normal,0.9,403122.9,399.2
26-Jan-2021 7:57:09 PM,26-Jan-2021 7:55:47 PM,Normal,0.9,403123.7,399.2
26-Jan-2021 8:12:09 PM,26-Jan-2021 8:10:44 PM,Normal,0.9,403124.5,400.2
26-Jan-2021 8:27:09 PM,26-Jan-2021 8:25:46 PM,Normal,0.9,403125.4,400.1
26-Jan-2021 8:42:09 PM,26-Jan-2021 8:40:48 PM,Normal,0.9,403126.2,400.9
26-Jan-2021 8:57:09 PM,26-Jan-2021 8:55:45 PM,Normal,0.9,403127,400.9
26-Jan-2021 9:12:09 PM,26-Jan-2021 9:10:47 PM,Normal,0.9,403127.9,400.6
26-Jan-2021 9:27:09 PM,26-Jan-2021 9:25:49 PM,Normal,0.9,403128.7,400.1
26-Jan-2021 9:42:09 PM,26-Jan-2021 9:40:51 PM,Normal,0.9,403129.5,400.8
26-Jan-2021 9:57:09 PM,26-Jan-2021 9:55:48 PM,Normal,0.9,403130.4,400.5
26-Jan-2021 10:12:09 PM,26-Jan-2021 10:10:45 PM,Normal,0.9,403131.2,400.6
